"","GeneID","DetectionFrequency"
"34893","ENSG00000237139",0.28125
"34894","ENSG00000237140",0.15625
"34895","ENSG00000237141",0.09375
"34896","ENSG00000237148",0.1875
"34897","ENSG00000237149",0.75
"34898","ENSG00000237152",0.78125
"34899","ENSG00000237153",0.46875
"34900","ENSG00000237154",0.03125
"34901","ENSG00000237158",0.375
"34902","ENSG00000237159",0.40625
"34903","ENSG00000237160",0.15625
"34904","ENSG00000237161",0.09375
"34905","ENSG00000237162",0.21875
"34906","ENSG00000237163",0.28125
"34907","ENSG00000237164",0.25
"34908","ENSG00000237166",0.625
"34909","ENSG00000237167",0.34375
"34910","ENSG00000237169",0.25
"34911","ENSG00000237170",0.5
"34912","ENSG00000237171",0.3125
"34913","ENSG00000237172",0.3125
"34914","ENSG00000237173",0.21875
"34915","ENSG00000237174",0.6875
"34916","ENSG00000237175",0.40625
"34917","ENSG00000237176",0.15625
"34918","ENSG00000237178",0.09375
"34919","ENSG00000237179",0.34375
"34920","ENSG00000237180",0.125
"34921","ENSG00000237181",0.40625
"34922","ENSG00000237182",0
"34923","ENSG00000237183",0
"34924","ENSG00000237185",0.46875
"34925","ENSG00000237186",0.28125
"34926","ENSG00000237187",0.8125
"34927","ENSG00000237188",0.5625
"34928","ENSG00000237189",0.21875
"34929","ENSG00000237190",0.65625
"34930","ENSG00000237193",0.15625
"34931","ENSG00000237194",0.21875
"34932","ENSG00000237195",0
"34933","ENSG00000237197",0
"34934","ENSG00000237200",0.21875
"34935","ENSG00000237202",0.15625
"34936","ENSG00000237205",0.40625
"34937","ENSG00000237206",0.3125
"34938","ENSG00000237207",0.0625
"34939","ENSG00000237208",0.3125
"34940","ENSG00000237210",0.5625
"34941","ENSG00000237211",0.28125
"34942","ENSG00000237212",0.71875
"34943","ENSG00000237213",0.21875
"34944","ENSG00000237214",0.25
"34945","ENSG00000237215",0
"34946","ENSG00000237217",0.125
"34947","ENSG00000237220",0.375
"34948","ENSG00000237221",0.1875
"34949","ENSG00000237222",0.8125
"34950","ENSG00000237223",0.46875
"34951","ENSG00000237224",0.59375
"34952","ENSG00000237225",0.125
"34953","ENSG00000237226",0.4375
"34954","ENSG00000237227",0.15625
"34955","ENSG00000237230",0.09375
"34956","ENSG00000237232",0.46875
"34957","ENSG00000237233",0.3125
"34958","ENSG00000237234",0.59375
"34959","ENSG00000237235",0
"34960","ENSG00000237236",0.09375
"34961","ENSG00000237238",0.125
"34962","ENSG00000237242",0.1875
"34963","ENSG00000237243",0.34375
"34964","ENSG00000237247",0.0625
"34965","ENSG00000237248",0.21875
"34966","ENSG00000237249",0.25
"34967","ENSG00000237250",0.4375
"34968","ENSG00000237251",0.28125
"34969","ENSG00000237252",0.09375
"34970","ENSG00000237254",0.21875
"34971","ENSG00000237256",0.09375
"34972","ENSG00000237257",0.34375
"34973","ENSG00000237259",0.03125
"34974","ENSG00000237260",0.3125
"34975","ENSG00000237261",0.28125
"34976","ENSG00000237262",0.3125
"34977","ENSG00000237263",0.59375
"34978","ENSG00000237264",0.15625
"34979","ENSG00000237265",0.3125
"34980","ENSG00000237266",0.34375
"34981","ENSG00000237267",0.625
"34982","ENSG00000237268",0.53125
"34983","ENSG00000237269",0.09375
"34984","ENSG00000237271",0.25
"34985","ENSG00000237272",0.21875
"34986","ENSG00000237273",0.25
"34987","ENSG00000237274",0.46875
"34988","ENSG00000237275",0
"34989","ENSG00000237276",0.65625
"34990","ENSG00000237278",0
"34991","ENSG00000237279",0.09375
"34992","ENSG00000237280",0.34375
"34993","ENSG00000237281",0.25
"34994","ENSG00000237282",0.375
"34995","ENSG00000237283",0.34375
"34996","ENSG00000237285",0.28125
"34997","ENSG00000237286",0.46875
"34998","ENSG00000237289",0.1875
"34999","ENSG00000237290",0.5625
"35000","ENSG00000237292",0.4375
"35001","ENSG00000237293",0.21875
"35002","ENSG00000237294",0.25
"35003","ENSG00000237296",0
"35004","ENSG00000237297",0.03125
"35005","ENSG00000237298",0.5
"35006","ENSG00000237299",0.0625
"35007","ENSG00000237300",0.09375
"35008","ENSG00000237301",0.71875
"35009","ENSG00000237302",0
"35010","ENSG00000237303",0.3125
"35011","ENSG00000237306",0.15625
"35012","ENSG00000237307",0.625
"35013","ENSG00000237308",0.15625
"35014","ENSG00000237309",0.375
"35015","ENSG00000237310",0.3125
"35016","ENSG00000237311",0.53125
"35017","ENSG00000237312",0.1875
"35018","ENSG00000237314",0.25
"35019","ENSG00000237316",0.1875
"35020","ENSG00000237317",0.40625
"35021","ENSG00000237319",0.0625
"35022","ENSG00000237320",0.34375
"35023","ENSG00000237321",0.46875
"35024","ENSG00000237322",0.34375
"35025","ENSG00000237323",0.09375
"35026","ENSG00000237324",0.625
"35027","ENSG00000237325",0.28125
"35028","ENSG00000237326",0.1875
"35029","ENSG00000237327",0.15625
"35030","ENSG00000237328",0.28125
"35031","ENSG00000237329",0.09375
"35032","ENSG00000237330",0.375
"35033","ENSG00000237331",0.25
"35034","ENSG00000237336",0.40625
"35035","ENSG00000237337",0.3125
"35036","ENSG00000237338",0.21875
"35037","ENSG00000237339",0.5625
"35038","ENSG00000237341",0.09375
"35039","ENSG00000237342",0.3125
"35040","ENSG00000237343",0
"35041","ENSG00000237345",0.25
"35042","ENSG00000237346",0.21875
"35043","ENSG00000237347",0.15625
"35044","ENSG00000237349",0.125
"35045","ENSG00000237350",0.125
"35046","ENSG00000237351",0.40625
"35047","ENSG00000237352",0.8125
"35048","ENSG00000237353",0.65625
"35049","ENSG00000237354",0.5
"35050","ENSG00000237356",0.65625
"35051","ENSG00000237357",0.03125
"35052","ENSG00000237358",0.25
"35053","ENSG00000237359",0.34375
"35054","ENSG00000237360",0.1875
"35055","ENSG00000237361",0.65625
"35056","ENSG00000237363",0.1875
"35057","ENSG00000237365",0.125
"35058","ENSG00000237370",0.34375
"35059","ENSG00000237371",0.15625
"35060","ENSG00000237372",0.59375
"35061","ENSG00000237373",0.25
"35062","ENSG00000237377",0.25
"35063","ENSG00000237378",0.15625
"35064","ENSG00000237379",0.40625
"35065","ENSG00000237380",0.625
"35066","ENSG00000237381",0.5
"35067","ENSG00000237382",0.1875
"35068","ENSG00000237383",0.125
"35069","ENSG00000237385",0.34375
"35070","ENSG00000237387",0.375
"35071","ENSG00000237388",0.4375
"35072","ENSG00000237389",0.03125
"35073","ENSG00000237390",0.84375
"35074","ENSG00000237396",0.4375
"35075","ENSG00000237398",0.09375
"35076","ENSG00000237399",0.34375
"35077","ENSG00000237400",0.4375
"35078","ENSG00000237401",0.53125
"35079","ENSG00000237402",0.1875
"35080","ENSG00000237404",0.40625
"35081","ENSG00000237406",0.375
"35082","ENSG00000237407",0
"35083","ENSG00000237408",0.21875
"35084","ENSG00000237409",0.15625
"35085","ENSG00000237410",0.28125
"35086","ENSG00000237412",0.4375
"35087","ENSG00000237413",0.71875
"35088","ENSG00000237414",0.46875
"35089","ENSG00000237415",0.5
"35090","ENSG00000237417",0.75
"35091","ENSG00000237418",0.09375
"35092","ENSG00000237419",0.0625
"35093","ENSG00000237422",0.1875
"35094","ENSG00000237423",0.5
"35095","ENSG00000237424",0.59375
"35096","ENSG00000237425",0.59375
"35097","ENSG00000237426",0.40625
"35098","ENSG00000237427",0.03125
"35099","ENSG00000237428",0.59375
"35100","ENSG00000237429",0.1875
"35101","ENSG00000237432",0.375
"35102","ENSG00000237433",0.125
"35103","ENSG00000237434",0.40625
"35104","ENSG00000237435",0.59375
"35105","ENSG00000237436",0.25
"35106","ENSG00000237437",0.3125
"35107","ENSG00000237438",0.5625
"35108","ENSG00000237439",0.1875
"35109","ENSG00000237440",0.75
"35110","ENSG00000237441",0.59375
"35111","ENSG00000237442",0.53125
"35112","ENSG00000237443",0.15625
"35113","ENSG00000237444",0.21875
"35114","ENSG00000237445",0.1875
"35115","ENSG00000237446",0.46875
"35116","ENSG00000237447",0.1875
"35117","ENSG00000237449",0.4375
"35118","ENSG00000237450",0.15625
"35119","ENSG00000237451",0.09375
"35120","ENSG00000237452",0.6875
"35121","ENSG00000237453",0.25
"35122","ENSG00000237456",0.3125
"35123","ENSG00000237457",0.21875
"35124","ENSG00000237458",0.15625
"35125","ENSG00000237460",0.375
"35126","ENSG00000237461",0.59375
"35127","ENSG00000237463",0.59375
"35128","ENSG00000237464",0.09375
"35129","ENSG00000237466",0.21875
"35130","ENSG00000237467",0
"35131","ENSG00000237468",0.625
"35132","ENSG00000237469",0.15625
"35133","ENSG00000237470",0.5
"35134","ENSG00000237471",0.375
"35135","ENSG00000237472",0.1875
"35136","ENSG00000237473",0.3125
"35137","ENSG00000237475",0.34375
"35138","ENSG00000237476",0.375
"35139","ENSG00000237477",0.3125
"35140","ENSG00000237478",0.125
"35141","ENSG00000237479",0.25
"35142","ENSG00000237480",0.90625
"35143","ENSG00000237481",0.15625
"35144","ENSG00000237483",0.21875
"35145","ENSG00000237484",0.65625
"35146","ENSG00000237487",0.40625
"35147","ENSG00000237489",0.5
"35148","ENSG00000237490",0.09375
"35149","ENSG00000237491",0.53125
"35150","ENSG00000237492",0.5
"35151","ENSG00000237493",0.15625
"35152","ENSG00000237494",0.21875
"35153","ENSG00000237498",0.46875
"35154","ENSG00000237499",0.75
"35155","ENSG00000237500",0.15625
"35156","ENSG00000237501",0.09375
"35157","ENSG00000237503",0.0625
"35158","ENSG00000237505",0.65625
"35159","ENSG00000237506",0.0625
"35160","ENSG00000237510",0.1875
"35161","ENSG00000237512",0.21875
"35162","ENSG00000237513",0.375
"35163","ENSG00000237514",0.28125
"35164","ENSG00000237515",0.78125
"35165","ENSG00000237517",0.6875
"35166","ENSG00000237520",0
"35167","ENSG00000237521",0.71875
"35168","ENSG00000237522",0.625
"35169","ENSG00000237523",0.46875
"35170","ENSG00000237524",0.53125
"35171","ENSG00000237525",0.6875
"35172","ENSG00000237527",0.40625
"35173","ENSG00000237528",0.1875
"35174","ENSG00000237529",0.46875
"35175","ENSG00000237530",0.21875
"35176","ENSG00000237531",0.375
"35177","ENSG00000237532",0.25
"35178","ENSG00000237534",0.21875
"35179","ENSG00000237539",0.25
"35180","ENSG00000237540",0.1875
"35181","ENSG00000237541",0.75
"35182","ENSG00000237542",0.21875
"35183","ENSG00000237546",0
"35184","ENSG00000237547",0
"35185","ENSG00000237548",0.5625
"35186","ENSG00000237549",0.53125
"35187","ENSG00000237550",0.1875
"35188","ENSG00000237551",0.1875
"35189","ENSG00000237552",0.25
"35190","ENSG00000237553",0.09375
"35191","ENSG00000237555",0.21875
"35192","ENSG00000237556",0.28125
"35193","ENSG00000237557",0.4375
"35194","ENSG00000237558",0.25
"35195","ENSG00000237560",0.46875
"35196","ENSG00000237563",0
"35197","ENSG00000237565",0.03125
"35198","ENSG00000237566",0.1875
"35199","ENSG00000237567",0.5625
"35200","ENSG00000237568",0
"35201","ENSG00000237569",0.3125
"35202","ENSG00000237571",0.25
"35203","ENSG00000237572",0.34375
"35204","ENSG00000237574",0.625
"35205","ENSG00000237575",0.5
"35206","ENSG00000237576",0.5
"35207","ENSG00000237579",0.59375
"35208","ENSG00000237580",0
"35209","ENSG00000237581",0.21875
"35210","ENSG00000237583",0.34375
"35211","ENSG00000237584",0.09375
"35212","ENSG00000237585",0.40625
"35213","ENSG00000237586",0.1875
"35214","ENSG00000237588",0.6875
"35215","ENSG00000237589",0.25
"35216","ENSG00000237590",0.28125
"35217","ENSG00000237592",0.09375
"35218","ENSG00000237593",0.40625
"35219","ENSG00000237594",0.5
"35220","ENSG00000237595",0.5
"35221","ENSG00000237596",0.8125
"35222","ENSG00000237601",0.0625
"35223","ENSG00000237603",0.3125
"35224","ENSG00000237604",0
"35225","ENSG00000237605",0.34375
"35226","ENSG00000237606",0.34375
"35227","ENSG00000237609",0.375
"35228","ENSG00000237610",0.15625
"35229","ENSG00000237611",0.15625
"35230","ENSG00000237612",0.34375
"35231","ENSG00000237613",0.03125
"35232","ENSG00000237614",0.46875
"35233","ENSG00000237616",0
"35234","ENSG00000237617",0.125
"35235","ENSG00000237618",0.25
"35236","ENSG00000237619",0.40625
"35237","ENSG00000237620",0.34375
"35238","ENSG00000237621",0.3125
"35239","ENSG00000237622",0.21875
"35240","ENSG00000237623",0.03125
"35241","ENSG00000237624",0.375
"35242","ENSG00000237626",0.3125
"35243","ENSG00000237628",0.0625
"35244","ENSG00000237629",0.03125
"35245","ENSG00000237630",0.125
"35246","ENSG00000237631",0.53125
"35247","ENSG00000237632",0.125
"35248","ENSG00000237633",0.5
"35249","ENSG00000237635",0
"35250","ENSG00000237636",0.6875
"35251","ENSG00000237637",0.4375
"35252","ENSG00000237638",0.71875
"35253","ENSG00000237639",0.34375
"35254","ENSG00000237640",0.1875
"35255","ENSG00000237641",0.15625
"35256","ENSG00000237642",0.5
"35257","ENSG00000237643",0.375
"35258","ENSG00000237645",0.1875
"35259","ENSG00000237646",0.15625
"35260","ENSG00000237647",0.6875
"35261","ENSG00000237649",0.875
"35262","ENSG00000237650",0.125
"35263","ENSG00000237651",0.3125
"35264","ENSG00000237653",0.15625
"35265","ENSG00000237654",0.75
"35266","ENSG00000237655",0.03125
"35267","ENSG00000237658",0.34375
"35268","ENSG00000237659",0.03125
"35269","ENSG00000237661",0.3125
"35270","ENSG00000237662",0.21875
"35271","ENSG00000237663",0.21875
"35272","ENSG00000237664",0.28125
"35273","ENSG00000237665",0.03125
"35274","ENSG00000237666",0.25
"35275","ENSG00000237667",0.4375
"35276","ENSG00000237668",0.21875
"35277","ENSG00000237669",0.09375
"35278","ENSG00000237670",0.1875
"35279","ENSG00000237671",0
"35280","ENSG00000237672",0.53125
"35281","ENSG00000237674",0.53125
"35282","ENSG00000237675",0.46875
"35283","ENSG00000237676",0.34375
"35284","ENSG00000237679",0.5625
"35285","ENSG00000237682",0.375
"35286","ENSG00000237684",0.34375
"35287","ENSG00000237685",0.59375
"35288","ENSG00000237686",0.4375
"35289","ENSG00000237687",0.3125
"35290","ENSG00000237689",0.09375
"35291","ENSG00000237691",0.25
"35292","ENSG00000237693",0.625
"35293","ENSG00000237699",0
"35294","ENSG00000237700",0.09375
"35295","ENSG00000237701",0.03125
"35296","ENSG00000237702",0.4375
"35297","ENSG00000237704",0.59375
"35298","ENSG00000237705",0.3125
"35299","ENSG00000237706",0.15625
"35300","ENSG00000237707",0.09375
"35301","ENSG00000237708",0.1875
"35302","ENSG00000237709",0.5625
"35303","ENSG00000237711",0.25
"35304","ENSG00000237713",0.5
"35305","ENSG00000237714",0.28125
"35306","ENSG00000237716",0.1875
"35307","ENSG00000237717",0
"35308","ENSG00000237718",0.34375
"35309","ENSG00000237719",0.4375
"35310","ENSG00000237720",0.21875
"35311","ENSG00000237721",0.34375
"35312","ENSG00000237722",0.1875
"35313","ENSG00000237728",0.21875
"35314","ENSG00000237729",0.1875
"35315","ENSG00000237730",0.1875
"35316","ENSG00000237731",0.46875
"35317","ENSG00000237732",0.6875
"35318","ENSG00000237734",0.5
"35319","ENSG00000237735",0.3125
"35320","ENSG00000237737",0.5
"35321","ENSG00000237738",0.125
"35322","ENSG00000237740",0.125
"35323","ENSG00000237741",0.25
"35324","ENSG00000237742",0.53125
"35325","ENSG00000237743",0.1875
"35326","ENSG00000237745",0.15625
"35327","ENSG00000237746",0.75
"35328","ENSG00000237747",0.34375
"35329","ENSG00000237748",0.125
"35330","ENSG00000237749",0.15625
"35331","ENSG00000237750",0.625
"35332","ENSG00000237751",0.34375
"35333","ENSG00000237752",0.40625
"35334","ENSG00000237753",0.59375
"35335","ENSG00000237754",0.34375
"35336","ENSG00000237756",0.5
"35337","ENSG00000237757",0.375
"35338","ENSG00000237758",0.0625
"35339","ENSG00000237759",0.53125
"35340","ENSG00000237760",0.1875
"35341","ENSG00000237761",0.125
"35342","ENSG00000237763",0
"35343","ENSG00000237764",0.6875
"35344","ENSG00000237765",0.6875
"35345","ENSG00000237766",0.4375
"35346","ENSG00000237767",0.25
"35347","ENSG00000237768",0.1875
"35348","ENSG00000237770",0.65625
"35349","ENSG00000237772",0.1875
"35350","ENSG00000237773",0.59375
"35351","ENSG00000237774",0.40625
"35352","ENSG00000237775",0.84375
"35353","ENSG00000237781",0.21875
"35354","ENSG00000237782",0.125
"35355","ENSG00000237783",0
"35356","ENSG00000237784",0.3125
"35357","ENSG00000237786",0.03125
"35358","ENSG00000237787",0.46875
"35359","ENSG00000237788",0.625
"35360","ENSG00000237790",0.3125
"35361","ENSG00000237793",0.125
"35362","ENSG00000237797",0.34375
"35363","ENSG00000237798",0.3125
"35364","ENSG00000237799",0.1875
"35365","ENSG00000237801",0.53125
"35366","ENSG00000237802",0.09375
"35367","ENSG00000237803",0.65625
"35368","ENSG00000237804",0.40625
"35369","ENSG00000237806",0.1875
"35370","ENSG00000237807",0.3125
"35371","ENSG00000237810",0.375
"35372","ENSG00000237813",0.5
"35373","ENSG00000237815",0.03125
"35374","ENSG00000237816",0.34375
"35375","ENSG00000237818",0.25
"35376","ENSG00000237819",0.4375
"35377","ENSG00000237821",0.34375
"35378","ENSG00000237823",0
"35379","ENSG00000237824",0.21875
"35380","ENSG00000237827",0.09375
"35381","ENSG00000237828",0.4375
"35382","ENSG00000237831",0.09375
"35383","ENSG00000237832",0.375
"35384","ENSG00000237833",0.59375
"35385","ENSG00000237835",0.15625
"35386","ENSG00000237836",0.125
"35387","ENSG00000237837",0.03125
"35388","ENSG00000237838",0.40625
"35389","ENSG00000237840",0.5
"35390","ENSG00000237841",0.21875
"35391","ENSG00000237842",0.4375
"35392","ENSG00000237843",0.125
"35393","ENSG00000237844",0.46875
"35394","ENSG00000237845",0.40625
"35395","ENSG00000237846",0.09375
"35396","ENSG00000237847",0
"35397","ENSG00000237848",0.125
"35398","ENSG00000237849",0.40625
"35399","ENSG00000237850",0.03125
"35400","ENSG00000237851",0.1875
"35401","ENSG00000237852",0.3125
"35402","ENSG00000237853",0.375
"35403","ENSG00000237854",0.34375
"35404","ENSG00000237856",0.3125
"35405","ENSG00000237857",0.4375
"35406","ENSG00000237859",0.4375
"35407","ENSG00000237860",0.21875
"35408","ENSG00000237861",0.3125
"35409","ENSG00000237862",0.5
"35410","ENSG00000237863",0.25
"35411","ENSG00000237864",0.40625
"35412","ENSG00000237868",0.21875
"35413","ENSG00000237870",0.5625
"35414","ENSG00000237872",0.375
"35415","ENSG00000237873",0.15625
"35416","ENSG00000237874",0.15625
"35417","ENSG00000237875",0.0625
"35418","ENSG00000237876",0.3125
"35419","ENSG00000237877",0.5
"35420","ENSG00000237879",0.46875
"35421","ENSG00000237880",0.46875
"35422","ENSG00000237882",0.15625
"35423","ENSG00000237883",0.34375
"35424","ENSG00000237885",0.21875
"35425","ENSG00000237886",0.5
"35426","ENSG00000237887",0.28125
"35427","ENSG00000237888",0.21875
"35428","ENSG00000237891",0.09375
"35429","ENSG00000237892",0.40625
"35430","ENSG00000237896",0.28125
"35431","ENSG00000237897",0.3125
"35432","ENSG00000237899",0.65625
"35433","ENSG00000237901",0.28125
"35434","ENSG00000237902",0
"35435","ENSG00000237903",0.28125
"35436","ENSG00000237904",0
"35437","ENSG00000237906",0.40625
"35438","ENSG00000237907",0.375
"35439","ENSG00000237910",0.25
"35440","ENSG00000237911",0
"35441","ENSG00000237913",0.1875
"35442","ENSG00000237914",0.71875
"35443","ENSG00000237916",0.28125
"35444","ENSG00000237917",0.3125
"35445","ENSG00000237919",0.53125
"35446","ENSG00000237920",0.375
"35447","ENSG00000237921",0.25
"35448","ENSG00000237922",0.21875
"35449","ENSG00000237923",0.4375
"35450","ENSG00000237924",0.28125
"35451","ENSG00000237926",0.1875
"35452","ENSG00000237927",0.46875
"35453","ENSG00000237928",0.625
"35454","ENSG00000237929",0.125
"35455","ENSG00000237930",0.1875
"35456","ENSG00000237931",0.375
"35457","ENSG00000237934",0.375
"35458","ENSG00000237936",0.25
"35459","ENSG00000237937",0.40625
"35460","ENSG00000237938",0.625
"35461","ENSG00000237939",0.28125
"35462","ENSG00000237940",0.75
"35463","ENSG00000237941",0.625
"35464","ENSG00000237943",0.78125
"35465","ENSG00000237945",0.90625
"35466","ENSG00000237947",0.28125
"35467","ENSG00000237948",0.3125
"35468","ENSG00000237949",0.3125
"35469","ENSG00000237950",0.40625
"35470","ENSG00000237951",0.25
"35471","ENSG00000237952",0.53125
"35472","ENSG00000237953",0.125
"35473","ENSG00000237954",0.46875
"35474","ENSG00000237955",0.375
"35475","ENSG00000237956",0.0625
"35476","ENSG00000237957",0
"35477","ENSG00000237959",0.3125
"35478","ENSG00000237961",0.4375
"35479","ENSG00000237963",0.375
"35480","ENSG00000237964",0.375
"35481","ENSG00000237968",0
"35482","ENSG00000237970",0.5
"35483","ENSG00000237971",0.46875
"35484","ENSG00000237972",0.4375
"35485","ENSG00000237973",0.46875
"35486","ENSG00000237974",0.1875
"35487","ENSG00000237975",0.625
"35488","ENSG00000237976",0.28125
"35489","ENSG00000237977",0.28125
"35490","ENSG00000237978",0.71875
"35491","ENSG00000237979",0.28125
"35492","ENSG00000237980",0.28125
"35493","ENSG00000237982",0.25
"35494","ENSG00000237984",0.625
"35495","ENSG00000237986",0.78125
"35496","ENSG00000237987",0.09375
"35497","ENSG00000237988",0.4375
"35498","ENSG00000237989",0.53125
"35499","ENSG00000237990",0.40625
"35500","ENSG00000237991",0.1875
"35501","ENSG00000237992",0.375
"35502","ENSG00000237993",0.4375
"35503","ENSG00000237994",0.125
"35504","ENSG00000237997",0.125
"35505","ENSG00000237999",0.15625
"35506","ENSG00000238000",0.3125
"35507","ENSG00000238001",0.3125
"35508","ENSG00000238002",0.4375
"35509","ENSG00000238003",0.09375
"35510","ENSG00000238004",0.375
"35511","ENSG00000238005",0.625
"35512","ENSG00000238007",0.3125
"35513","ENSG00000238008",0.125
"35514","ENSG00000238009",0.125
"35515","ENSG00000238010",0.1875
"35516","ENSG00000238012",0.3125
"35517","ENSG00000238013",0.09375
"35518","ENSG00000238015",0.21875
"35519","ENSG00000238018",0.34375
"35520","ENSG00000238019",0.28125
"35521","ENSG00000238020",0.34375
"35522","ENSG00000238021",0.4375
"35523","ENSG00000238022",0.34375
"35524","ENSG00000238024",0.09375
"35525","ENSG00000238025",0.5
"35526","ENSG00000238026",0.34375
"35527","ENSG00000238029",0.59375
"35528","ENSG00000238031",0.25
"35529","ENSG00000238032",0.03125
"35530","ENSG00000238033",0.4375
"35531","ENSG00000238034",0.375
"35532","ENSG00000238035",0.03125
"35533","ENSG00000238037",0.0625
"35534","ENSG00000238038",0.15625
"35535","ENSG00000238039",0.03125
"35536","ENSG00000238040",0.4375
"35537","ENSG00000238041",0.09375
"35538","ENSG00000238042",0.65625
"35539","ENSG00000238043",0.25
"35540","ENSG00000238045",0.25
"35541","ENSG00000238046",0.0625
"35542","ENSG00000238047",0.1875
"35543","ENSG00000238048",0.34375
"35544","ENSG00000238049",0.21875
"35545","ENSG00000238051",0.375
"35546","ENSG00000238054",0.21875
"35547","ENSG00000238055",0.3125
"35548","ENSG00000238057",0.375
"35549","ENSG00000238058",0.1875
"35550","ENSG00000238059",0.25
"35551","ENSG00000238061",0.4375
"35552","ENSG00000238062",0.59375
"35553","ENSG00000238063",0.65625
"35554","ENSG00000238065",0.21875
"35555","ENSG00000238066",0.125
"35556","ENSG00000238067",0
"35557","ENSG00000238069",0.1875
"35558","ENSG00000238072",0.03125
"35559","ENSG00000238073",0.125
"35560","ENSG00000238074",0
"35561","ENSG00000238075",0.03125
"35562","ENSG00000238076",0.46875
"35563","ENSG00000238077",0.375
"35564","ENSG00000238078",0.5
"35565","ENSG00000238079",0.15625
"35566","ENSG00000238081",0.21875
"35567","ENSG00000238082",0.28125
"35568","ENSG00000238083",0.1875
"35569","ENSG00000238084",0.03125
"35570","ENSG00000238085",0.125
"35571","ENSG00000238086",0.40625
"35572","ENSG00000238087",0.53125
"35573","ENSG00000238088",0
"35574","ENSG00000238090",0.25
"35575","ENSG00000238092",0.15625
"35576","ENSG00000238094",0.25
"35577","ENSG00000238097",0.5
"35578","ENSG00000238098",0.84375
"35579","ENSG00000238099",0.53125
"35580","ENSG00000238102",0.21875
"35581","ENSG00000238103",0.03125
"35582","ENSG00000238105",0.8125
"35583","ENSG00000238107",0.15625
"35584","ENSG00000238108",0.21875
"35585","ENSG00000238109",0.5625
"35586","ENSG00000238110",0.25
"35587","ENSG00000238111",0.125
"35588","ENSG00000238113",0.90625
"35589","ENSG00000238116",0.46875
"35590","ENSG00000238117",0.21875
"35591","ENSG00000238118",0.125
"35592","ENSG00000238120",0.28125
"35593","ENSG00000238121",0.78125
"35594","ENSG00000238122",0
"35595","ENSG00000238123",0.0625
"35596","ENSG00000238124",0.40625
"35597","ENSG00000238125",0.40625
"35598","ENSG00000238129",0.5
"35599","ENSG00000238131",0.53125
"35600","ENSG00000238132",0.5
"35601","ENSG00000238133",0.53125
"35602","ENSG00000238135",0
"35603","ENSG00000238137",0.21875
"35604","ENSG00000238138",0.09375
"35605","ENSG00000238139",0.15625
"35606","ENSG00000238140",0.40625
"35607","ENSG00000238141",0.4375
"35608","ENSG00000238142",0.09375
"35609","ENSG00000238143",0.375
"35610","ENSG00000238145",0.0625
"35611","ENSG00000238149",0.25
"35612","ENSG00000238150",0.25
"35613","ENSG00000238151",0.3125
"35614","ENSG00000238152",0.0625
"35615","ENSG00000238153",0
"35616","ENSG00000238154",0.125
"35617","ENSG00000238156",0.4375
"35618","ENSG00000238158",0.40625
"35619","ENSG00000238160",0.34375
"35620","ENSG00000238161",0.40625
"35621","ENSG00000238162",0
"35622","ENSG00000238164",0.375
"35623","ENSG00000238165",0
"35624","ENSG00000238166",0.1875
"35625","ENSG00000238168",0.09375
"35626","ENSG00000238169",0.375
"35627","ENSG00000238171",0.46875
"35628","ENSG00000238172",0.28125
"35629","ENSG00000238173",0.40625
"35630","ENSG00000238176",0.21875
"35631","ENSG00000238178",0.1875
"35632","ENSG00000238180",0.28125
"35633","ENSG00000238181",0.40625
"35634","ENSG00000238183",0.21875
"35635","ENSG00000238184",0.59375
"35636","ENSG00000238185",0.25
"35637","ENSG00000238186",0.21875
"35638","ENSG00000238188",0.3125
"35639","ENSG00000238189",0.40625
"35640","ENSG00000238190",0.21875
"35641","ENSG00000238191",0
"35642","ENSG00000238192",0.21875
"35643","ENSG00000238193",0.4375
"35644","ENSG00000238194",0.375
"35645","ENSG00000238195",0.15625
"35646","ENSG00000238197",0.75
"35647","ENSG00000238198",0.625
"35648","ENSG00000238199",0.25
"35649","ENSG00000238200",0
"35650","ENSG00000238201",0.3125
"35651","ENSG00000238202",0.21875
"35652","ENSG00000238205",0.21875
"35653","ENSG00000238207",0.4375
"35654","ENSG00000238210",0.03125
"35655","ENSG00000238211",0.0625
"35656","ENSG00000238212",0.40625
"35657","ENSG00000238213",0.34375
"35658","ENSG00000238215",0.40625
"35659","ENSG00000238217",0.71875
"35660","ENSG00000238220",0.3125
"35661","ENSG00000238221",0.28125
"35662","ENSG00000238222",0.375
"35663","ENSG00000238223",0.28125
"35664","ENSG00000238224",0.125
"35665","ENSG00000238225",0.125
"35666","ENSG00000238227",0.59375
"35667","ENSG00000238228",0.40625
"35668","ENSG00000238230",0.75
"35669","ENSG00000238231",0.28125
"35670","ENSG00000238232",0.125
"35671","ENSG00000238235",0.09375
"35672","ENSG00000238236",0.3125
"35673","ENSG00000238241",0.3125
"35674","ENSG00000238242",0.40625
"35675","ENSG00000238243",0.25
"35676","ENSG00000238244",0
"35677","ENSG00000238245",0.65625
"35678","ENSG00000238246",0.28125
"35679","ENSG00000238247",0.5
"35680","ENSG00000238249",0.40625
"35681","ENSG00000238250",0.0625
"35682","ENSG00000238251",0.34375
"35683","ENSG00000238254",0.09375
"35684","ENSG00000238256",0.1875
"35685","ENSG00000238257",0.15625
"35686","ENSG00000238258",0.09375
